Date,AXISBANK,SBIN,ICICIBANK,BAJFINANCE,ASIANPAINT,BHARTIARTL,KOTAKBANK,HDFC,HINDUNILVR
2021-06-18,736.3,412.9,630.4,6087.05,3047.2,538.75,1760.45,2488.1,2482.9
2021-06-21,739.55,419.75,631.25,6116.0,3068.55,539.6,1772.05,2516.4,2514.35
2021-06-22,739.35,418.65,630.85,6016.8,3010.8,536.4,1757.1,2522.9,2490.25
2021-06-23,732.35,418.85,624.7,6015.6,2987.35,534.05,1736.7,2497.2,2480.5
2021-06-24,739.15,417.2,634.05,6043.6,3043.25,528.75,1737.9,2487.4,2490.15
2021-06-25,761.35,428.8,649.0,6075.8,3003.9,535.1,1735.0,2509.2,2448.65
2021-06-28,762.4,426.75,650.3,6037.05,2982.95,531.2,1733.05,2494.95,2460.2
2021-06-29,751.95,421.5,640.1,6052.4,3001.5,524.95,1705.85,2501.2,2492.55
2021-06-30,748.3,419.2,630.9,6015.85,2992.7,525.65,1705.85,2475.25,2471.3
2021-07-01,746.45,420.4,630.85,5967.15,3021.6,522.65,1716.1,2459.4,2478.0
2021-07-02,750.65,424.4,640.25,5997.75,3005.0,525.0,1715.15,2475.7,2487.3
2021-07-05,760.35,432.65,647.85,6072.7,3014.8,523.95,1731.1,2494.9,2499.05
2021-07-06,758.35,429.75,650.3,6202.4,3002.5,526.1,1755.35,2496.4,2472.5
2021-07-07,762.9,432.85,654.0,6198.6,3040.1,529.6,1761.8,2529.2,2481.65
2021-07-08,754.4,424.45,641.9,6117.8,3028.3,525.3,1732.3,2512.05,2447.55
2021-07-09,747.35,423.75,638.55,6136.15,3010.6,536.25,1720.05,2496.45,2451.45
